id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
735,téléchargeur,android,rapport_analyste,L'implant identifié récupère et exécute une charge utile depuis une URL distante. Il énumère les informations système et le domaine et met à jour ses instructions via un canal chiffré et détourne le service d'accessibilité pour rester actif.,moyen,command_and_control|execution|persistence|defense_evasion|discovery,point d'entrée infection|récupération de charge utile|téléchargeur de malware|téléchargeur android mobile APK,stage2|.bin|download|GET /payload,DexClassLoader|HttpURLConnection|DownloadManager,,,ota-firmware-push.com|data-backup-vault.com,stager_download|config_retrieval|accessibility_abuse|system_discovery,stage2_url|c2_config_string|AccessibilityService|systeminfo_enum|DexClassLoader|HttpURLConnection|stage2|.bin,téléchargeur|android|moyen|stager_download|config_retrieval|accessibility_abuse|system_discovery
736,téléchargeur,linux,description_detaillee,"Le rapport technique détaille un programme qui modifie /etc/rc.local pour s'exécuter au démarrage. Par ailleurs, il récupère et exécute une charge utile depuis une URL distante. Par ailleurs, il interroge une infrastructure distante pour ses paramètres. Par ailleurs, il énumère les informations système et le domaine.",moyen,command_and_control|execution|persistence|discovery,récupération de charge utile|downloader URL distante|téléchargeur linux,stage2|User-Agent: Mozilla|GET /payload|download,recv|socket|connect|execve,,,static-asset-host.com|win-update-patch.net,config_retrieval|stager_download|rc_local|system_discovery,c2_config_string|stage2_url|rc.local_modification|systeminfo_enum|recv|socket|stage2|User-Agent: Mozilla,téléchargeur|linux|moyen|config_retrieval|stager_download|rc_local|system_discovery
737,téléchargeur,android,reponse_incident,"L'investigation post-intrusion révèle un composant qui demande les droits Device Administrator afin de résister à la désinstallation, puis énumère les informations système et le domaine, puis récupère sa configuration auprès d'un serveur de contrôle.",moyen,command_and_control|persistence|defense_evasion|discovery,point d'entrée infection|downloader URL distante|dropper stage 2|téléchargeur android mobile APK,User-Agent: Mozilla|.bin|GET /payload,DexClassLoader|HttpURLConnection|DownloadManager,,,data-backup-vault.com,config_retrieval|device_admin_abuse|system_discovery,c2_config_string|DeviceAdminReceiver|systeminfo_enum|DexClassLoader|HttpURLConnection|User-Agent: Mozilla|.bin,téléchargeur|android|moyen|config_retrieval|device_admin_abuse|system_discovery
738,téléchargeur,android,alerte_courte,ALERTE : menace qui abuse des privilèges d'administrateur de l'appareil pour persister et agit comme point d'entrée pour déployer d'autres logiciels malveillants.,moyen,command_and_control|execution|persistence|defense_evasion,récupération de charge utile|point d'entrée infection|téléchargeur de malware|téléchargeur android mobile APK,User-Agent: Mozilla|stage2|GET /payload,DexClassLoader|DownloadManager|HttpURLConnection,,,update-service-check.com,stager_download|device_admin_abuse,stage2_url|DeviceAdminReceiver|DexClassLoader|DownloadManager|User-Agent: Mozilla|stage2,téléchargeur|android|moyen|stager_download|device_admin_abuse
739,téléchargeur,windows,rapport_analyste,Le binaire analysé récupère sa configuration auprès d'un serveur de contrôle.,moyen,command_and_control,dropper stage 2|téléchargeur de malware|récupération de charge utile|téléchargeur windows,download|GET /payload|stage2,URLDownloadToFileW|InternetOpenUrlW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\DlStageMtx,cloud-sync-status.org,config_retrieval,c2_config_string|URLDownloadToFileW|InternetOpenUrlW|download|GET /payload|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval
740,téléchargeur,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui cartographie l'environnement avant d'agir, puis récupère et exécute une charge utile depuis une URL distante.",moyen,command_and_control|execution|discovery,dropper stage 2|récupération de charge utile|téléchargeur linux,stage2|User-Agent: Mozilla|download|GET /payload,open|execve|recv|connect,,,update-service-check.com|license-activation-srv.net,stager_download|system_discovery,stage2_url|systeminfo_enum|open|execve|stage2|User-Agent: Mozilla,téléchargeur|linux|moyen|stager_download|system_discovery
741,téléchargeur,windows,rapport_analyste,Ce logiciel malveillant utilise une souscription WMI pour se déclencher. Il récupère et exécute une charge utile depuis une URL distante et met à jour ses instructions via un canal chiffré.,moyen,command_and_control|execution|persistence,downloader URL distante|point d'entrée infection|dropper stage 2|téléchargeur windows,.bin|stage2|User-Agent: Mozilla|download,WinHttpOpen|URLDownloadToFileW|ShellExecuteW,HKLM\System\CurrentControlSet\Services|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Local\LoaderOnce,secure-cdn-delivery.net,stager_download|config_retrieval|wmi_subscription,stage2_url|c2_config_string|wmi_event_consumer|WinHttpOpen|URLDownloadToFileW|.bin|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|config_retrieval|wmi_subscription
742,téléchargeur,windows,alerte_courte,SIGNALEMENT : menace qui agit comme point d'entrée pour déployer d'autres logiciels malveillants et ajoute une entrée d'exécution automatique dans le registre Windows.,moyen,command_and_control|execution|persistence,downloader URL distante|dropper stage 2|récupération de charge utile|téléchargeur windows,User-Agent: Mozilla|.bin|GET /payload,InternetReadFile|ShellExecuteW|WinHttpOpen|URLDownloadToFileW,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\DlStageMtx,ota-firmware-push.com|license-activation-srv.net,stager_download|config_retrieval|registry_persistence,stage2_url|c2_config_string|HKCU_Run_Key|InternetReadFile|ShellExecuteW|User-Agent: Mozilla|.bin,téléchargeur|windows|moyen|stager_download|config_retrieval|registry_persistence
743,téléchargeur,windows,technique,"L'échantillon crée une tâche planifiée pour se relancer périodiquement, interroge une infrastructure distante pour ses paramètres.",moyen,command_and_control|persistence,téléchargeur de malware|récupération de charge utile|dropper stage 2|téléchargeur windows,stage2|.bin|User-Agent: Mozilla|download|GET /payload,ShellExecuteW|InternetOpenUrlW|URLDownloadToFileW|WinHttpOpen,HKLM\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\System\CurrentControlSet\Services,Local\LoaderOnce,analytics-collector.io|static-asset-host.com,config_retrieval|scheduled_task,c2_config_string|schtasks_create|ShellExecuteW|InternetOpenUrlW|stage2|.bin|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|scheduled_task
744,téléchargeur,android,technique,L'échantillon récupère et exécute une charge utile depuis une URL distante.,moyen,command_and_control|execution,point d'entrée infection|dropper stage 2|téléchargeur de malware|téléchargeur android mobile APK,download|User-Agent: Mozilla|GET /payload|stage2,HttpURLConnection|DexClassLoader|DownloadManager,,,ns1.dynamic-resolver.net|analytics-collector.io,stager_download,stage2_url|HttpURLConnection|DexClassLoader|download|User-Agent: Mozilla,téléchargeur|android|moyen|stager_download
745,téléchargeur,windows,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace télécharge un binaire malveillant puis le lance, puis s'installe comme service Windows pour persister.",moyen,command_and_control|execution|persistence,téléchargeur de malware|point d'entrée infection|récupération de charge utile|téléchargeur windows,.bin|User-Agent: Mozilla|GET /payload,WinHttpOpen|URLDownloadToFileW|InternetOpenUrlW,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKLM\System\CurrentControlSet\Services,Global\DlStageMtx,analytics-collector.io,stager_download|windows_service,stage2_url|service_install_string|WinHttpOpen|URLDownloadToFileW|.bin|User-Agent: Mozilla|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|windows_service
746,téléchargeur,linux,technique,"L'échantillon récupère et exécute une charge utile depuis une URL distante, récupère sa configuration auprès d'un serveur de contrôle, planifie son lancement via une entrée crontab.",moyen,command_and_control|execution|persistence,downloader URL distante|récupération de charge utile|téléchargeur de malware|téléchargeur linux,GET /payload|download|.bin|User-Agent: Mozilla,connect|recv|socket,,,api-telemetry-node.com,config_retrieval|stager_download|cron_persistence,c2_config_string|stage2_url|crontab_entry|connect|recv|GET /payload|download,téléchargeur|linux|moyen|config_retrieval|stager_download|cron_persistence
747,téléchargeur,android,alerte_courte,ALERTE : menace qui interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control,téléchargeur de malware|récupération de charge utile|dropper stage 2|téléchargeur android mobile APK,User-Agent: Mozilla|GET /payload|download|.bin,DexClassLoader|DownloadManager|HttpURLConnection,,,update-service-check.com|data-backup-vault.com,config_retrieval,c2_config_string|DexClassLoader|DownloadManager|User-Agent: Mozilla|GET /payload,téléchargeur|android|moyen|config_retrieval
748,téléchargeur,windows,description_detaillee,"Le rapport technique détaille un programme qui cartographie l'environnement avant d'agir. Par ailleurs, il met à jour ses instructions via un canal chiffré. Par ailleurs, il déploie un service système malveillant au démarrage.",moyen,command_and_control|persistence|discovery,dropper stage 2|téléchargeur de malware|téléchargeur windows,User-Agent: Mozilla|stage2|.bin,WinHttpOpen|URLDownloadToFileW|InternetOpenUrlW,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,data-backup-vault.com|secure-cdn-delivery.net,config_retrieval|windows_service|system_discovery,c2_config_string|service_install_string|systeminfo_enum|WinHttpOpen|URLDownloadToFileW|User-Agent: Mozilla|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|windows_service|system_discovery
749,téléchargeur,linux,alerte_courte,DÉTECTION : menace qui détourne les scripts d'initialisation système et cartographie l'environnement avant d'agir.,moyen,command_and_control|execution|persistence|discovery,downloader URL distante|téléchargeur de malware|téléchargeur linux,User-Agent: Mozilla|stage2|GET /payload|.bin,recv|connect|open,,,ns1.dynamic-resolver.net,stager_download|config_retrieval|rc_local|system_discovery,stage2_url|c2_config_string|rc.local_modification|systeminfo_enum|recv|connect|User-Agent: Mozilla|stage2,téléchargeur|linux|moyen|stager_download|config_retrieval|rc_local|system_discovery
750,téléchargeur,windows,rapport_analyste,Cette souche agit comme point d'entrée pour déployer d'autres logiciels malveillants. Il ajoute une entrée d'exécution automatique dans le registre Windows et cartographie l'environnement avant d'agir et interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|execution|persistence|discovery,point d'entrée infection|récupération de charge utile|downloader URL distante|téléchargeur windows,User-Agent: Mozilla|GET /payload|.bin,InternetReadFile|ShellExecuteW|InternetOpenUrlW|URLDownloadToFileW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,update-service-check.com,config_retrieval|stager_download|registry_persistence|system_discovery,c2_config_string|stage2_url|HKCU_Run_Key|systeminfo_enum|InternetReadFile|ShellExecuteW|User-Agent: Mozilla|GET /payload,téléchargeur|windows|moyen|config_retrieval|stager_download|registry_persistence|system_discovery
751,téléchargeur,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui cartographie l'environnement avant d'agir, puis s'installe comme service Windows pour persister, puis récupère sa configuration auprès d'un serveur de contrôle.",moyen,command_and_control|persistence|discovery,téléchargeur de malware|récupération de charge utile|point d'entrée infection|téléchargeur windows,GET /payload|download|User-Agent: Mozilla,WinHttpOpen|InternetOpenUrlW|URLDownloadToFileW|ShellExecuteW,HKLM\System\CurrentControlSet\Services,Local\LoaderOnce,secure-cdn-delivery.net,config_retrieval|windows_service|system_discovery,c2_config_string|service_install_string|systeminfo_enum|WinHttpOpen|InternetOpenUrlW|GET /payload|download|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|windows_service|system_discovery
752,téléchargeur,linux,rapport_analyste,Cette souche agit comme point d'entrée pour déployer d'autres logiciels malveillants.,moyen,command_and_control|execution,downloader URL distante|téléchargeur de malware|téléchargeur linux,download|GET /payload|User-Agent: Mozilla|.bin,execve|socket|recv,,,secure-cdn-delivery.net|static-asset-host.com,stager_download,stage2_url|execve|socket|download|GET /payload,téléchargeur|linux|moyen|stager_download
753,téléchargeur,linux,description_detaillee,"Le rapport technique détaille un programme qui met à jour ses instructions via un canal chiffré. Par ailleurs, il détourne les scripts d'initialisation système. Par ailleurs, il recense la configuration et les logiciels installés. Par ailleurs, il agit comme point d'entrée pour déployer d'autres logiciels malveillants.",moyen,command_and_control|execution|persistence|discovery,dropper stage 2|téléchargeur de malware|téléchargeur linux,.bin|GET /payload|stage2|User-Agent: Mozilla,socket|connect|recv,,,api-telemetry-node.com|ns1.dynamic-resolver.net,stager_download|config_retrieval|rc_local|system_discovery,stage2_url|c2_config_string|rc.local_modification|systeminfo_enum|socket|connect|.bin|GET /payload,téléchargeur|linux|moyen|stager_download|config_retrieval|rc_local|system_discovery
754,téléchargeur,linux,rapport_analyste,Cette souche énumère les informations système et le domaine. Il récupère et exécute une charge utile depuis une URL distante et détourne les scripts d'initialisation système.,moyen,command_and_control|execution|persistence|discovery,récupération de charge utile|téléchargeur de malware|téléchargeur linux,User-Agent: Mozilla|download|.bin|stage2,connect|recv|open,,,win-update-patch.net,stager_download|rc_local|system_discovery,stage2_url|rc.local_modification|systeminfo_enum|connect|recv|User-Agent: Mozilla|download,téléchargeur|linux|moyen|stager_download|rc_local|system_discovery
755,téléchargeur,windows,technique,"L'échantillon agit comme point d'entrée pour déployer d'autres logiciels malveillants, recense la configuration et les logiciels installés, enregistre une tâche planifiée déclenchée à l'ouverture de session.",moyen,command_and_control|execution|persistence|discovery,point d'entrée infection|récupération de charge utile|downloader URL distante|téléchargeur windows,User-Agent: Mozilla|download|.bin,WinHttpOpen|InternetReadFile|URLDownloadToFileW|ShellExecuteW,HKLM\System\CurrentControlSet\Services,Local\LoaderOnce,ns1.dynamic-resolver.net,stager_download|scheduled_task|system_discovery,stage2_url|schtasks_create|systeminfo_enum|WinHttpOpen|InternetReadFile|User-Agent: Mozilla|download|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|scheduled_task|system_discovery
756,téléchargeur,windows,alerte_courte,SIGNALEMENT : menace qui déploie un service système malveillant au démarrage et recense la configuration et les logiciels installés.,moyen,command_and_control|execution|persistence|discovery,dropper stage 2|téléchargeur de malware|téléchargeur windows,GET /payload|download|stage2,WinHttpOpen|InternetOpenUrlW|ShellExecuteW|InternetReadFile,HKLM\System\CurrentControlSet\Services,Local\LoaderOnce,win-update-patch.net,stager_download|windows_service|system_discovery,stage2_url|service_install_string|systeminfo_enum|WinHttpOpen|InternetOpenUrlW|GET /payload|download|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|windows_service|system_discovery
757,téléchargeur,android,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui interroge une infrastructure distante pour ses paramètres, puis agit comme point d'entrée pour déployer d'autres logiciels malveillants, puis écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.",moyen,command_and_control|execution|persistence,téléchargeur de malware|récupération de charge utile|téléchargeur android mobile APK,stage2|download|GET /payload|.bin|User-Agent: Mozilla,DownloadManager|HttpURLConnection|DexClassLoader,,,ota-firmware-push.com,config_retrieval|stager_download|boot_receiver,c2_config_string|stage2_url|BOOT_COMPLETED_receiver|DownloadManager|HttpURLConnection|stage2|download,téléchargeur|android|moyen|config_retrieval|stager_download|boot_receiver
758,téléchargeur,windows,technique,"L'échantillon télécharge un binaire malveillant puis le lance, enregistre une tâche planifiée déclenchée à l'ouverture de session, énumère les informations système et le domaine.",moyen,command_and_control|execution|persistence|discovery,point d'entrée infection|downloader URL distante|dropper stage 2|téléchargeur windows,.bin|User-Agent: Mozilla|download,URLDownloadToFileW|InternetOpenUrlW|ShellExecuteW|WinHttpOpen|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\DlStageMtx,win-update-patch.net,stager_download|scheduled_task|system_discovery,stage2_url|schtasks_create|systeminfo_enum|URLDownloadToFileW|InternetOpenUrlW|.bin|User-Agent: Mozilla|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|scheduled_task|system_discovery
759,téléchargeur,android,rapport_analyste,Cette souche met à jour ses instructions via un canal chiffré. Il écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.,moyen,command_and_control|persistence,téléchargeur de malware|downloader URL distante|téléchargeur android mobile APK,.bin|User-Agent: Mozilla|download,DexClassLoader|HttpURLConnection|DownloadManager,,,cloud-sync-status.org,config_retrieval|boot_receiver,c2_config_string|BOOT_COMPLETED_receiver|DexClassLoader|HttpURLConnection|.bin|User-Agent: Mozilla,téléchargeur|android|moyen|config_retrieval|boot_receiver
760,téléchargeur,linux,rapport_analyste,L'implant identifié récupère et exécute une charge utile depuis une URL distante. Il interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|execution,point d'entrée infection|récupération de charge utile|téléchargeur linux,download|User-Agent: Mozilla|GET /payload|stage2|.bin,connect|recv|execve,,,ns1.dynamic-resolver.net|ota-firmware-push.com,config_retrieval|stager_download,c2_config_string|stage2_url|connect|recv|download|User-Agent: Mozilla,téléchargeur|linux|moyen|config_retrieval|stager_download
761,téléchargeur,windows,alerte_courte,ALERTE : menace qui s'installe comme service Windows pour persister et met à jour ses instructions via un canal chiffré.,moyen,command_and_control|persistence,dropper stage 2|téléchargeur de malware|téléchargeur windows,download|User-Agent: Mozilla|GET /payload|.bin,InternetOpenUrlW|WinHttpOpen|URLDownloadToFileW|InternetReadFile,HKLM\System\CurrentControlSet\Services,Global\DlStageMtx,secure-cdn-delivery.net,config_retrieval|windows_service,c2_config_string|service_install_string|InternetOpenUrlW|WinHttpOpen|download|User-Agent: Mozilla|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|windows_service
762,téléchargeur,android,alerte_courte,SIGNALEMENT : menace qui agit comme point d'entrée pour déployer d'autres logiciels malveillants et écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.,moyen,command_and_control|execution|persistence,point d'entrée infection|dropper stage 2|téléchargeur de malware|téléchargeur android mobile APK,stage2|GET /payload|User-Agent: Mozilla|.bin,DexClassLoader|DownloadManager|HttpURLConnection,,,secure-cdn-delivery.net,stager_download|boot_receiver,stage2_url|BOOT_COMPLETED_receiver|DexClassLoader|DownloadManager|stage2|GET /payload,téléchargeur|android|moyen|stager_download|boot_receiver
763,téléchargeur,android,technique,"L'échantillon récupère sa configuration auprès d'un serveur de contrôle, détourne le service d'accessibilité pour rester actif.",moyen,command_and_control|persistence|defense_evasion,downloader URL distante|point d'entrée infection|récupération de charge utile|téléchargeur android mobile APK,User-Agent: Mozilla|stage2|.bin|download,DexClassLoader|HttpURLConnection|DownloadManager,,,static-asset-host.com|ns1.dynamic-resolver.net,config_retrieval|accessibility_abuse,c2_config_string|AccessibilityService|DexClassLoader|HttpURLConnection|User-Agent: Mozilla|stage2,téléchargeur|android|moyen|config_retrieval|accessibility_abuse
764,téléchargeur,windows,rapport_analyste,Le binaire analysé interroge une infrastructure distante pour ses paramètres. Il recense la configuration et les logiciels installés.,moyen,command_and_control|discovery,récupération de charge utile|downloader URL distante|téléchargeur windows,.bin|GET /payload|User-Agent: Mozilla|stage2,InternetReadFile|InternetOpenUrlW|WinHttpOpen,HKLM\System\CurrentControlSet\Services,Local\LoaderOnce,static-asset-host.com|update-service-check.com,config_retrieval|system_discovery,c2_config_string|systeminfo_enum|InternetReadFile|InternetOpenUrlW|.bin|GET /payload|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|system_discovery
765,téléchargeur,windows,alerte_courte,ALERTE : menace qui récupère et exécute une charge utile depuis une URL distante et interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control|execution|persistence|discovery,downloader URL distante|dropper stage 2|téléchargeur de malware|téléchargeur windows,download|GET /payload|stage2|User-Agent: Mozilla|.bin,ShellExecuteW|InternetReadFile|WinHttpOpen|InternetOpenUrlW|URLDownloadToFileW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,win-update-patch.net,stager_download|config_retrieval|scheduled_task|system_discovery,stage2_url|c2_config_string|schtasks_create|systeminfo_enum|ShellExecuteW|InternetReadFile|download|GET /payload,téléchargeur|windows|moyen|stager_download|config_retrieval|scheduled_task|system_discovery
766,téléchargeur,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui récupère et exécute une charge utile depuis une URL distante, puis s'installe comme service Windows pour persister.",moyen,command_and_control|execution|persistence,téléchargeur de malware|point d'entrée infection|téléchargeur windows,download|User-Agent: Mozilla|.bin|GET /payload|stage2,URLDownloadToFileW|WinHttpOpen|ShellExecuteW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,cloud-sync-status.org,stager_download|windows_service,stage2_url|service_install_string|URLDownloadToFileW|WinHttpOpen|download|User-Agent: Mozilla|HKCU_Run_Key,téléchargeur|windows|moyen|stager_download|windows_service
767,téléchargeur,windows,rapport_analyste,Ce logiciel malveillant ajoute une entrée d'exécution automatique dans le registre Windows. Il récupère et exécute une charge utile depuis une URL distante et met à jour ses instructions via un canal chiffré.,moyen,command_and_control|execution|persistence,point d'entrée infection|téléchargeur de malware|téléchargeur windows,stage2|GET /payload|User-Agent: Mozilla|download,URLDownloadToFileW|InternetOpenUrlW|ShellExecuteW|WinHttpOpen,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,cloud-sync-status.org,config_retrieval|stager_download|registry_persistence,c2_config_string|stage2_url|HKCU_Run_Key|URLDownloadToFileW|InternetOpenUrlW|stage2|GET /payload,téléchargeur|windows|moyen|config_retrieval|stager_download|registry_persistence
768,téléchargeur,windows,alerte_courte,SIGNALEMENT : menace qui interroge une infrastructure distante pour ses paramètres.,moyen,command_and_control,récupération de charge utile|téléchargeur de malware|téléchargeur windows,stage2|GET /payload|User-Agent: Mozilla,WinHttpOpen|InternetReadFile|InternetOpenUrlW,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\LoaderOnce,analytics-collector.io,config_retrieval,c2_config_string|WinHttpOpen|InternetReadFile|stage2|GET /payload|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval
769,téléchargeur,linux,rapport_analyste,Cette souche injecte une commande dans les fichiers de profil shell de l'utilisateur. Il agit comme point d'entrée pour déployer d'autres logiciels malveillants.,moyen,command_and_control|execution|persistence,downloader URL distante|point d'entrée infection|téléchargeur linux,stage2|GET /payload|download|User-Agent: Mozilla|.bin,recv|socket|connect,,,ns1.dynamic-resolver.net|mail-relay-gateway.org,stager_download|shell_profile,stage2_url|bashrc_modification|recv|socket|stage2|GET /payload,téléchargeur|linux|moyen|stager_download|shell_profile
770,téléchargeur,windows,reponse_incident,"L'investigation post-intrusion révèle un composant qui ajoute une entrée d'exécution automatique dans le registre Windows, puis met à jour ses instructions via un canal chiffré.",moyen,command_and_control|persistence,dropper stage 2|récupération de charge utile|downloader URL distante|téléchargeur windows,User-Agent: Mozilla|download|stage2|.bin,WinHttpOpen|InternetOpenUrlW|URLDownloadToFileW,HKCU\Software\Microsoft\Windows\CurrentVersion\Run|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Local\LoaderOnce,api-telemetry-node.com,config_retrieval|registry_persistence,c2_config_string|HKCU_Run_Key|WinHttpOpen|InternetOpenUrlW|User-Agent: Mozilla|download,téléchargeur|windows|moyen|config_retrieval|registry_persistence
771,téléchargeur,windows,alerte_courte,DÉTECTION : menace qui met à jour ses instructions via un canal chiffré et télécharge un binaire malveillant puis le lance.,moyen,command_and_control|execution|persistence,downloader URL distante|dropper stage 2|récupération de charge utile|téléchargeur windows,.bin|download|GET /payload|stage2,WinHttpOpen|ShellExecuteW|InternetOpenUrlW|InternetReadFile|URLDownloadToFileW,HKLM\System\CurrentControlSet\Services|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\DlStageMtx,data-backup-vault.com,config_retrieval|stager_download|windows_service,c2_config_string|stage2_url|service_install_string|WinHttpOpen|ShellExecuteW|.bin|download|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|stager_download|windows_service
772,téléchargeur,windows,rapport_analyste,Ce logiciel malveillant abonne un événement WMI permanent pour son exécution. Il met à jour ses instructions via un canal chiffré.,moyen,command_and_control|persistence,dropper stage 2|point d'entrée infection|téléchargeur de malware|téléchargeur windows,.bin|stage2|User-Agent: Mozilla,WinHttpOpen|InternetOpenUrlW|InternetReadFile,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,cloud-sync-status.org|secure-cdn-delivery.net,config_retrieval|wmi_subscription,c2_config_string|wmi_event_consumer|WinHttpOpen|InternetOpenUrlW|.bin|stage2|HKCU_Run_Key,téléchargeur|windows|moyen|config_retrieval|wmi_subscription
773,téléchargeur,linux,rapport_analyste,L'implant identifié détourne les scripts d'initialisation système. Il récupère sa configuration auprès d'un serveur de contrôle.,moyen,command_and_control|persistence,dropper stage 2|downloader URL distante|téléchargeur linux,stage2|.bin|GET /payload|download|User-Agent: Mozilla,socket|recv|open,,,secure-cdn-delivery.net,config_retrieval|rc_local,c2_config_string|rc.local_modification|socket|recv|stage2|.bin,téléchargeur|linux|moyen|config_retrieval|rc_local
774,téléchargeur,linux,alerte_courte,ALERTE : menace qui récupère et exécute une charge utile depuis une URL distante et récupère sa configuration auprès d'un serveur de contrôle.,moyen,command_and_control|execution,téléchargeur de malware|point d'entrée infection|récupération de charge utile|téléchargeur linux,User-Agent: Mozilla|download|stage2|GET /payload,socket|connect|open,,,ns1.dynamic-resolver.net,config_retrieval|stager_download,c2_config_string|stage2_url|socket|connect|User-Agent: Mozilla|download,téléchargeur|linux|moyen|config_retrieval|stager_download
775,téléchargeur,linux,rapport_analyste,L'implant identifié récupère sa configuration auprès d'un serveur de contrôle. Il récupère et exécute une charge utile depuis une URL distante.,moyen,command_and_control|execution,point d'entrée infection|récupération de charge utile|téléchargeur linux,GET /payload|stage2|User-Agent: Mozilla|.bin|download,execve|open|connect|recv,,,analytics-collector.io,stager_download|config_retrieval,stage2_url|c2_config_string|execve|open|GET /payload|stage2,téléchargeur|linux|moyen|stager_download|config_retrieval
776,téléchargeur,windows,description_detaillee,"Une analyse approfondie montre que la menace agit comme point d'entrée pour déployer d'autres logiciels malveillants. Par ailleurs, il met à jour ses instructions via un canal chiffré. Par ailleurs, il ajoute une entrée d'exécution automatique dans le registre Windows.",moyen,command_and_control|execution|persistence,récupération de charge utile|point d'entrée infection|dropper stage 2|téléchargeur windows,.bin|download|stage2,InternetOpenUrlW|InternetReadFile|ShellExecuteW|URLDownloadToFileW|WinHttpOpen,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Local\LoaderOnce,mail-relay-gateway.org,stager_download|config_retrieval|registry_persistence,stage2_url|c2_config_string|HKCU_Run_Key|InternetOpenUrlW|InternetReadFile|.bin|download,téléchargeur|windows|moyen|stager_download|config_retrieval|registry_persistence
777,téléchargeur,linux,description_detaillee,"Une analyse approfondie montre que la menace cartographie l'environnement avant d'agir. Par ailleurs, il modifie /etc/rc.local pour s'exécuter au démarrage. Par ailleurs, il télécharge un binaire malveillant puis le lance. Par ailleurs, il met à jour ses instructions via un canal chiffré.",moyen,command_and_control|execution|persistence|discovery,téléchargeur de malware|récupération de charge utile|dropper stage 2|téléchargeur linux,GET /payload|stage2|download|User-Agent: Mozilla,connect|execve|open|recv|socket,,,win-update-patch.net|api-telemetry-node.com,config_retrieval|stager_download|rc_local|system_discovery,c2_config_string|stage2_url|rc.local_modification|systeminfo_enum|connect|execve|GET /payload|stage2,téléchargeur|linux|moyen|config_retrieval|stager_download|rc_local|system_discovery
778,téléchargeur,android,alerte_courte,SIGNALEMENT : menace qui récupère et exécute une charge utile depuis une URL distante et enregistre un récepteur de démarrage pour se relancer au boot.,moyen,command_and_control|execution|persistence,downloader URL distante|point d'entrée infection|récupération de charge utile|téléchargeur android mobile APK,User-Agent: Mozilla|.bin|stage2|GET /payload,HttpURLConnection|DexClassLoader|DownloadManager,,,update-service-check.com|api-telemetry-node.com,stager_download|boot_receiver,stage2_url|BOOT_COMPLETED_receiver|HttpURLConnection|DexClassLoader|User-Agent: Mozilla|.bin,téléchargeur|android|moyen|stager_download|boot_receiver
