"id","query_nl","query_style","language","malware_family","malware_type","mitre_technique","mitre_id","rule_name","yara_rule","label","difficulty","source_type"
"85","Je veux détecter un spyware qui active la webcam et le microphone à distance","short_fr","fr","Camfecting Spyware","spyware","Audio Capture","T1123","Detect_Camfecting_Spyware","rule Detect_Camfecting_Spyware : spyware surveillance camera microphone
{
    meta:
        description = ""Detects spyware silently activating camera and microphone""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1123/""

    strings:
        // Camera capture Windows API
        $cam1   = ""capCreateCaptureWindow"" wide ascii
        $cam2   = ""VideoCapture""           wide ascii
        $cam3   = ""ICaptureGraphBuilder""   wide ascii

        // Microphone/audio record API
        $mic1   = ""waveInOpen""   wide ascii
        $mic2   = ""AudioRecord""  wide ascii
        $mic3   = ""mciSendString"" wide ascii

        // Send captured data to remote server
        $send   = ""send""         wide ascii
        $upload = ""HttpSendRequest"" wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($cam1 or $cam2 or $cam3) and
        ($mic1 or $mic2 or $mic3) and
        ($send or $upload)
}","malicious","hard","synthetic_paraphrase"
"86","Write a YARA rule to chrome password stealer accessing saved credentials sqlite database","short_technical","en","Chrome Stealer","infostealer","Credentials from Web Browsers","T1555.003","Detect_Chrome_Password_Stealer","rule Detect_Chrome_Password_Stealer : infostealer credential chrome
{
    meta:
        description = ""Detects infostealer accessing Chrome saved passwords via SQLite""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1555/003/""

    strings:
        // Chrome user data path
        $path1  = ""Google\Chrome\User Data""   wide ascii
        $path2  = ""Login Data""                  wide ascii

        // Windows DPAPI decryption (Chrome uses this to protect passwords)
        $dpapi  = ""CryptUnprotectData""          wide ascii

        // SQLite query to extract credentials
        $sql    = ""SELECT * FROM logins""        wide ascii
        $sql2   = ""origin_url""                  wide ascii

        // Encryption key file
        $key    = ""Local State""                 wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($path1 or $path2) and
        ($dpapi or $sql or $sql2) and
        $key
}","malicious","medium","synthetic_paraphrase"
"87","Identifier les fichiers qui un ransomware qui crée un mutex pour éviter une double infection","short_fr","fr","Mutex Ransomware","ransomware","Data Encrypted for Impact","T1486","Detect_Ransomware_Mutex_Singleton","rule Detect_Ransomware_Mutex_Singleton : ransomware mutex
{
    meta:
        description = ""Detects ransomware using mutex to ensure single instance execution""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Mutex creation API
        $mutex_api = ""CreateMutexA""  wide ascii
        $mutex_api2= ""CreateMutexW""  wide ascii

        // Global namespace mutex prefix
        $global    = ""Global\""      wide ascii

        // Encryption API confirmation
        $encrypt   = ""CryptEncrypt""  wide ascii

        // Ransom note dropped after encryption
        $note1     = ""README""        wide ascii
        $note2     = ""HOW_TO_DECRYPT"" nocase wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($mutex_api or $mutex_api2) and
        $global and
        ($encrypt or $note1 or $note2)
}","malicious","medium","synthetic_paraphrase"
"88","Generate a detection for port scanner malware performing network reconnaissance on lan","short_technical","en","Port Scanner","trojan","Network Service Discovery","T1046","Detect_Port_Scanner_Recon","rule Detect_Port_Scanner_Recon : trojan reconnaissance port_scan
{
    meta:
        description = ""Detects malicious port scanner performing LAN network reconnaissance""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1046/""

    strings:
        // Socket creation for port scanning
        $sock    = ""socket""   wide ascii
        $connect = ""connect""  wide ascii

        // LAN IP range pattern
        $lan1    = /192\.168\.[0-9]{1,3}\.[0-9]{1,3}/
        $lan2    = /10\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}/

        // Known scanner tool names
        $scan1   = ""portscan""  nocase wide ascii
        $scan2   = ""nmap""      nocase wide ascii
        $scan3   = ""masscan""   nocase wide ascii

        // Port range iteration pattern
        $port_loop = { 66 83 ?? 01 66 3D ?? ?? }

    condition:
        pe.is_pe and
        filesize < 10MB and
        $sock and $connect and
        ($lan1 or $lan2 or $scan1 or $scan2 or $scan3 or $port_loop)
}","malicious","medium","synthetic_paraphrase"
"89","Identifier les fichiers qui un exploit eternalblue qui attaque smb pour se propager comme wannacry","short_fr","fr","EternalBlue","worm","Exploit Public-Facing Application","T1190","Detect_EternalBlue_SMB_Exploit","rule Detect_EternalBlue_SMB_Exploit : worm exploit smb eternalblue
{
    meta:
        description = ""Detects EternalBlue SMB exploit used by WannaCry and NotPetya""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1190/""

    strings:
        // SMB protocol marker
        $smb    = ""SMB""           wide ascii

        // Named pipe for admin access
        $pipe   = ""\IPC$""        wide ascii

        // EternalBlue shellcode exploit header
        $eb_hex = { FC E8 82 00 00 00 60 89 E5 31 C0 64 8B 50 30 }

        // MS17-010 vulnerability target buffer
        $ms17   = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // DoublePulsar backdoor marker
        $dp     = ""DoublePulsar""  nocase

    condition:
        filesize < 1MB and
        $smb and
        $pipe and
        ($eb_hex or $ms17 or $dp)
}","malicious","hard","synthetic_paraphrase"
"90","Write a YARA rule to ransomware that drops a ransom note named help_decrypt or readme","short_technical","en","Ransom Note Dropper","ransomware","Data Encrypted for Impact","T1486","Detect_Ransomware_Note_Drop","rule Detect_Ransomware_Note_Drop : ransomware ransom_note
{
    meta:
        description = ""Detects ransomware dropping common ransom note filenames""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Common ransom note filenames
        $note1  = ""HELP_DECRYPT.txt""      nocase fullword
        $note2  = ""README.txt""            nocase fullword
        $note3  = ""HOW_TO_DECRYPT.txt""    nocase fullword
        $note4  = ""YOUR_FILES_LOCKED.txt"" nocase fullword
        $note5  = ""DECRYPT_INSTRUCTIONS""  nocase

        // Bitcoin payment demand
        $btc    = ""bitcoin""      nocase wide ascii
        $wallet = ""BTC wallet""   nocase wide ascii
        $tor    = "".onion""       wide ascii

    condition:
        filesize < 10MB and
        any of ($note1, $note2, $note3, $note4, $note5) and
        ($btc or $wallet or $tor)
}","malicious","easy","synthetic_paraphrase"
"91","Build a YARA signature that flags ransomware using aes-256 encryption with hardcoded key in binary","short_technical","en","AES Ransomware","ransomware","Data Encrypted for Impact","T1486","Detect_AES256_Ransomware_Hardcoded","rule Detect_AES256_Ransomware_Hardcoded : ransomware aes encryption
{
    meta:
        description = ""Detects ransomware implementing AES-256 with hardcoded key material""
        author      = ""Student Dataset""
        date        = ""2026-01-25""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // AES string references
        $aes1   = ""AES""              wide ascii
        $aes2   = ""AES-256""          wide ascii
        $aes3   = ""AES_set_encrypt_key"" wide ascii

        // Windows BCrypt AES provider
        $bcrypt = ""Microsoft Primitive Provider"" wide ascii
        $alg    = ""AES\0""           wide ascii

        // Hardcoded 32-byte key pattern (example structure)
        $key_pattern = { ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??
                         ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? }

        // Encrypted file extension drop
        $ext1   = "".enc""   fullword
        $ext2   = "".aes""   fullword
        $ext3   = "".crypt"" fullword

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($aes1 or $aes2 or $aes3 or $bcrypt) and
        any of ($ext1, $ext2, $ext3) and
        $key_pattern
}","malicious","hard","synthetic_paraphrase"
"92","Detect a ransomware that encrypts files using CryptEncrypt API — target PE binary, filesize < 2MB","technical","en","WannaCry","ransomware","Data Encrypted for Impact","T1486","Detect_WannaCry_CryptEncrypt","rule Detect_WannaCry_CryptEncrypt : ransomware encryption
{
    meta:
        description = ""Detects WannaCry ransomware via CryptEncrypt API and .WNCRY extension""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Windows crypto API used for file encryption
        $api1 = ""CryptEncrypt""
        $api2 = ""CryptAcquireContext"" nocase

        // WannaCry specific file extension
        $ext  = "".WNCRY"" fullword

        // Ransom note filename
        $note = ""@Please_Read_Me@.txt"" fullword

        // WannaCry string marker
        $mark = ""WannaCry"" nocase

    condition:
        pe.is_pe and
        filesize < 10MB and
        $api1 and
        ($ext or $note or $mark)
}","malicious","medium","synthetic_difficulty_upgrade"
"93","Détecter un ransomware LockBit qui renomme les fichiers avec l'extension .locked — fichier PE uniquement, taille < 2 Mo","technical_fr","fr","LockBit","ransomware","Data Encrypted for Impact","T1486","Detect_LockBit_Extension","rule Detect_LockBit_Extension : ransomware lockbit
{
    meta:
        description = ""Detects LockBit ransomware via .locked extension and ransom note""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // LockBit file extensions
        $ext1 = "".locked""  fullword
        $ext2 = "".lockbit"" fullword

        // LockBit ransom note
        $note = ""LockBit_Readme.txt"" fullword

        // LockBit string in binary
        $id   = ""LockBit"" nocase

        // Hex pattern found in LockBit samples
        $hex1 = { 4C 6F 63 6B 42 69 74 }

    condition:
        pe.is_pe and
        filesize < 2MB and
        filesize < 5MB and
        ($ext1 or $ext2 or $note) and
        ($id or $hex1)
}","malicious","medium","synthetic_difficulty_upgrade"
"94","Je veux détecter un virus qui se propage via clé USB via autorun.inf — fichier PE uniquement, taille < 2 Mo","formal_fr","fr","USB Worm","worm","Replication Through Removable Media","T1091","Detect_USB_Worm_Autorun","rule Detect_USB_Worm_Autorun : worm usb autorun
{
    meta:
        description = ""Detects USB worm using autorun.inf to spread via removable media""
        author      = ""Student Dataset""
        date        = ""2026-01-12""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1091/""

    strings:
        // Autorun configuration file
        $autorun = ""autorun.inf"" nocase

        // Autorun open command
        $open    = ""open=""

        // Shell command override
        $shell   = ""shell\open\command"" nocase

        // Self-copy pattern
        $copy    = ""CopyFileA"" wide ascii

    condition:
        pe.is_pe and
        filesize < 2MB and
        filesize < 1MB and
        $autorun and
        ($open or $shell) and
        $copy
}","malicious","medium","synthetic_difficulty_upgrade"
"95","detect trojan modifying Windows registry Run key for startup persistence — target PE binary, filesize < 2MB","technical","en","Generic Trojan","trojan","Registry Run Keys","T1547.001","Detect_Registry_Run_Persistence","rule Detect_Registry_Run_Persistence : trojan persistence
{
    meta:
        description = ""Detects trojan adding itself to registry Run key for persistence at startup""
        author      = ""Student Dataset""
        date        = ""2026-01-13""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1547/001/""

    strings:
        // Registry autorun keys
        $reg1 = ""SOFTWARE\Microsoft\Windows\CurrentVersion\Run""     wide ascii
        $reg2 = ""SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce"" wide ascii

        // API to write registry value
        $api1 = ""RegSetValueEx""  wide ascii
        $api2 = ""RegOpenKeyEx""   wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($reg1 or $reg2) and
        $api1 and $api2
}","malicious","medium","synthetic_difficulty_upgrade"
"96","détecter XMRig, un crypto-mineur Monero qui utilise 100% du CPU — fichier PE uniquement, taille < 2 Mo","informal_fr","fr","XMRig","cryptominer","Resource Hijacking","T1496","Detect_XMRig_Monero_Miner","rule Detect_XMRig_Monero_Miner : cryptominer xmrig
{
    meta:
        description = ""Detects XMRig Monero CPU miner binary and configuration""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1496/""

    strings:
        // XMRig binary name
        $name1   = ""xmrig""            nocase wide ascii

        // Monero coin reference
        $coin    = ""monero""           nocase wide ascii

        // Mining pool domains
        $pool1   = ""pool.minexmr.com"" wide ascii
        $pool2   = ""xmrpool.eu""       wide ascii

        // XMRig donate address
        $donate  = ""donate.xmrig.com"" wide ascii

        // CPU usage flag
        $cpuflag = ""--max-cpu-usage""  wide ascii

    condition:
        pe.is_pe and
        filesize < 2MB and
        filesize < 20MB and
        ($name1 or $donate) and
        ($coin or $pool1 or $pool2 or $cpuflag)
}","malicious","medium","synthetic_difficulty_upgrade"
"97","detect ransomware that drops a ransom note named HELP_DECRYPT or README — target PE binary, filesize < 2MB","short_technical","en","Ransom Note Dropper","ransomware","Data Encrypted for Impact","T1486","Detect_Ransomware_Note_Drop","rule Detect_Ransomware_Note_Drop : ransomware ransom_note
{
    meta:
        description = ""Detects ransomware dropping common ransom note filenames""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Common ransom note filenames
        $note1  = ""HELP_DECRYPT.txt""      nocase fullword
        $note2  = ""README.txt""            nocase fullword
        $note3  = ""HOW_TO_DECRYPT.txt""    nocase fullword
        $note4  = ""YOUR_FILES_LOCKED.txt"" nocase fullword
        $note5  = ""DECRYPT_INSTRUCTIONS""  nocase

        // Bitcoin payment demand
        $btc    = ""bitcoin""      nocase wide ascii
        $wallet = ""BTC wallet""   nocase wide ascii
        $tor    = "".onion""       wide ascii

    condition:
        pe.is_pe and
        filesize < 2MB and
        filesize < 10MB and
        any of ($note1, $note2, $note3, $note4, $note5) and
        ($btc or $wallet or $tor)
}","malicious","medium","synthetic_difficulty_upgrade"
"98","اكتشاف البرامج الضارة التي تستخدم أنفاق DNS لتسريب البيانات","technical_ar","ar","DNS Tunneler","trojan","Exfiltration Over Alternative Protocol","T1048","Detect_DNS_Tunneling_Exfil","rule Detect_DNS_Tunneling_Exfil : trojan exfiltration dns
{
    meta:
        description = ""Detects DNS tunneling used to exfiltrate data over DNS queries""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1048/""

    strings:
        // DNS query API calls
        $dns1 = ""DnsQuery""      wide ascii
        $dns2 = ""gethostbyname"" wide ascii
        $dns3 = ""DnsQueryEx""    wide ascii

        // Long subdomain pattern used for tunneling (data encoded in subdomain)
        $long_sub = /[a-zA-Z0-9]{30,}\.[a-z]{2,6}/

        // Known DNS tunnel tool names
        $iodine = ""iodine""   nocase wide ascii
        $dnsx   = ""dnscat""   nocase wide ascii
        $tool3  = ""dns2tcp""  nocase wide ascii

    condition:
        filesize < 10MB and
        ($dns1 or $dns2 or $dns3) and
        ($long_sub or $iodine or $dnsx or $tool3)
}","malicious","hard","synthetic_translation"
"99","Rilevare malware con tecniche anti-sandbox per evitare l'analisi","technical_it","it","Anti-Sandbox","trojan","Virtualization/Sandbox Evasion","T1497","Detect_AntiSandbox_Evasion","rule Detect_AntiSandbox_Evasion : trojan evasion anti_analysis
{
    meta:
        description = ""Detects anti-sandbox and anti-VM evasion techniques""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1497/""

    strings:
        // Virtual machine detection strings
        $vm1   = ""VMware""       nocase wide ascii
        $vm2   = ""VirtualBox""   nocase wide ascii
        $vm3   = ""QEMU""         nocase wide ascii
        $vm4   = ""Sandboxie""    nocase wide ascii

        // Anti-debug API
        $dbg1  = ""IsDebuggerPresent""         wide ascii
        $dbg2  = ""CheckRemoteDebuggerPresent"" wide ascii

        // Time-based evasion
        $sleep = ""Sleep""          wide ascii
        $tick  = ""GetTickCount""   wide ascii

        // Mouse activity check (sandbox has no mouse)
        $mouse = ""GetCursorPos""   wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($vm1 or $vm2 or $vm3 or $vm4 or $dbg1 or $dbg2) and
        ($sleep or $tick or $mouse)
}","malicious","hard","synthetic_translation"
"100","Détecter un wiper MBR qui écrase le secteur de démarrage pour détruire le système","technical_fr","fr","MBR Wiper","wiper","Disk Wipe","T1561.002","Detect_MBR_Wiper_Malware","rule Detect_MBR_Wiper_Malware : wiper destructive mbr
{
    meta:
        description = ""Detects MBR wiper malware overwriting Master Boot Record""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1561/002/""

    strings:
        // Raw disk access via device path
        $disk   = ""\\.\PhysicalDrive0"" wide ascii

        // Write API to overwrite MBR
        $write  = ""WriteFile""           wide ascii

        // Device control for low-level disk operations
        $ioctl  = ""DeviceIoControl""     wide ascii

        // Zero-fill pattern (512 bytes overwrite signature)
        $zeros  = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // Known wiper marker strings
        $wiper1 = ""Shamoon""  nocase
        $wiper2 = ""Destover"" nocase

    condition:
        pe.is_pe and
        filesize < 5MB and
        $disk and
        ($write or $ioctl) and
        ($zeros or $wiper1 or $wiper2)
}","malicious","hard","synthetic_translation"
"101","اكتشاف البرامج الضارة بدون ملفات باستخدام حقن DLL الانعكاسي في الذاكرة","technical_ar","ar","Fileless Malware","apt_tool","Process Injection: Reflective DLL","T1055.001","Detect_Reflective_DLL_Injection","rule Detect_Reflective_DLL_Injection : apt_tool fileless injection
{
    meta:
        description = ""Detects reflective DLL injection technique for fileless execution""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1055/001/""

    strings:
        // Reflective loader export name
        $reflect1 = ""ReflectiveLoader"" wide ascii

        // Reflective loader in hex
        $reflect2 = { 52 65 66 6C 65 63 74 69 76 65 4C 6F 61 64 65 72 }

        // Memory allocation for in-memory payload
        $valloc   = ""VirtualAlloc""     wide ascii
        $valloc2  = ""VirtualAllocEx""   wide ascii

        // No-file write (used with in-memory execution)
        $nof      = ""NtCreateSection""  wide ascii

        // Function pointer call pattern (shellcode stub)
        $stub     = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($reflect1 or $reflect2) and
        ($valloc or $valloc2 or $nof)
}","malicious","hard","synthetic_translation"
"102","Rilevare un infostealer che ruba password salvate da Chrome via SQLite","technical_it","it","Chrome Stealer","infostealer","Credentials from Web Browsers","T1555.003","Detect_Chrome_Password_Stealer","rule Detect_Chrome_Password_Stealer : infostealer credential chrome
{
    meta:
        description = ""Detects infostealer accessing Chrome saved passwords via SQLite""
        author      = ""Student Dataset""
        date        = ""2026-01-23""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1555/003/""

    strings:
        // Chrome user data path
        $path1  = ""Google\Chrome\User Data""   wide ascii
        $path2  = ""Login Data""                  wide ascii

        // Windows DPAPI decryption (Chrome uses this to protect passwords)
        $dpapi  = ""CryptUnprotectData""          wide ascii

        // SQLite query to extract credentials
        $sql    = ""SELECT * FROM logins""        wide ascii
        $sql2   = ""origin_url""                  wide ascii

        // Encryption key file
        $key    = ""Local State""                 wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($path1 or $path2) and
        ($dpapi or $sql or $sql2) and
        $key
}","malicious","medium","synthetic_translation"
"103","الكشف عن استغلال EternalBlue لبروتوكول SMB كما يفعل WannaCry","technical_ar","ar","EternalBlue","worm","Exploit Public-Facing Application","T1190","Detect_EternalBlue_SMB_Exploit","rule Detect_EternalBlue_SMB_Exploit : worm exploit smb eternalblue
{
    meta:
        description = ""Detects EternalBlue SMB exploit used by WannaCry and NotPetya""
        author      = ""Student Dataset""
        date        = ""2026-01-24""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1190/""

    strings:
        // SMB protocol marker
        $smb    = ""SMB""           wide ascii

        // Named pipe for admin access
        $pipe   = ""\IPC$""        wide ascii

        // EternalBlue shellcode exploit header
        $eb_hex = { FC E8 82 00 00 00 60 89 E5 31 C0 64 8B 50 30 }

        // MS17-010 vulnerability target buffer
        $ms17   = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // DoublePulsar backdoor marker
        $dp     = ""DoublePulsar""  nocase

    condition:
        filesize < 1MB and
        $smb and
        $pipe and
        ($eb_hex or $ms17 or $dp)
}","malicious","hard","synthetic_translation"
"104","Détecter un ransomware utilisant AES-256 avec une clé codée en dur dans le binaire","technical_fr","fr","AES Ransomware","ransomware","Data Encrypted for Impact","T1486","Detect_AES256_Ransomware_Hardcoded","rule Detect_AES256_Ransomware_Hardcoded : ransomware aes encryption
{
    meta:
        description = ""Detects ransomware implementing AES-256 with hardcoded key material""
        author      = ""Student Dataset""
        date        = ""2026-01-25""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // AES string references
        $aes1   = ""AES""              wide ascii
        $aes2   = ""AES-256""          wide ascii
        $aes3   = ""AES_set_encrypt_key"" wide ascii

        // Windows BCrypt AES provider
        $bcrypt = ""Microsoft Primitive Provider"" wide ascii
        $alg    = ""AES\0""           wide ascii

        // Hardcoded 32-byte key pattern (example structure)
        $key_pattern = { ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??
                         ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? }

        // Encrypted file extension drop
        $ext1   = "".enc""   fullword
        $ext2   = "".aes""   fullword
        $ext3   = "".crypt"" fullword

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($aes1 or $aes2 or $aes3 or $bcrypt) and
        any of ($ext1, $ext2, $ext3) and
        $key_pattern
}","malicious","hard","synthetic_translation"
"105","Detect ransomware targeting hospital systems encrypting patient records","technical","en","WannaCry","ransomware","Data Encrypted for Impact","T1486","Detect_WannaCry_CryptEncrypt","rule Detect_WannaCry_CryptEncrypt : ransomware encryption
{
    meta:
        description = ""Detects WannaCry ransomware via CryptEncrypt API and .WNCRY extension""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Windows crypto API used for file encryption
        $api1 = ""CryptEncrypt""
        $api2 = ""CryptAcquireContext"" nocase

        // WannaCry specific file extension
        $ext  = "".WNCRY"" fullword

        // Ransom note filename
        $note = ""@Please_Read_Me@.txt"" fullword

        // WannaCry string marker
        $mark = ""WannaCry"" nocase

    condition:
        pe.is_pe and
        filesize < 10MB and
        $api1 and
        ($ext or $note or $mark)
}","malicious","easy","synthetic_scenario_variant"
"106","Détecter un ransomware ciblant les hôpitaux et chiffrant les dossiers patients","technical_fr","fr","WannaCry","ransomware","Data Encrypted for Impact","T1486","Detect_WannaCry_CryptEncrypt","rule Detect_WannaCry_CryptEncrypt : ransomware encryption
{
    meta:
        description = ""Detects WannaCry ransomware via CryptEncrypt API and .WNCRY extension""
        author      = ""Student Dataset""
        date        = ""2026-01-10""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1486/""

    strings:
        // Windows crypto API used for file encryption
        $api1 = ""CryptEncrypt""
        $api2 = ""CryptAcquireContext"" nocase

        // WannaCry specific file extension
        $ext  = "".WNCRY"" fullword

        // Ransom note filename
        $note = ""@Please_Read_Me@.txt"" fullword

        // WannaCry string marker
        $mark = ""WannaCry"" nocase

    condition:
        pe.is_pe and
        filesize < 10MB and
        $api1 and
        ($ext or $note or $mark)
}","malicious","easy","synthetic_scenario_variant"
"107","Detect keylogger installed on bank employee workstations to steal credentials","technical","en","Generic Keylogger","spyware","Input Capture: Keylogging","T1056.001","Detect_Keylogger_API","rule Detect_Keylogger_API : spyware keylogger
{
    meta:
        description = ""Detects keylogger using Windows hook API to capture keystrokes""
        author      = ""Student Dataset""
        date        = ""2026-01-11""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1056/001/""

    strings:
        // Windows global keyboard hook
        $api1 = ""SetWindowsHookEx""  wide ascii
        $api2 = ""GetAsyncKeyState""  wide ascii
        $api3 = ""GetKeyboardState""  wide ascii

        // Log file name pattern
        $log1 = ""keylog"" nocase
        $log2 = ""keystroke"" nocase

        // Hex opcode for hook callback pattern
        $hex1 = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        (2 of ($api1, $api2, $api3)) and
        ($log1 or $log2 or $hex1)
}","malicious","medium","synthetic_scenario_variant"
"108","Détecter un keylogger installé sur les postes bancaires pour voler les identifiants","technical_fr","fr","Generic Keylogger","spyware","Input Capture: Keylogging","T1056.001","Detect_Keylogger_API","rule Detect_Keylogger_API : spyware keylogger
{
    meta:
        description = ""Detects keylogger using Windows hook API to capture keystrokes""
        author      = ""Student Dataset""
        date        = ""2026-01-11""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1056/001/""

    strings:
        // Windows global keyboard hook
        $api1 = ""SetWindowsHookEx""  wide ascii
        $api2 = ""GetAsyncKeyState""  wide ascii
        $api3 = ""GetKeyboardState""  wide ascii

        // Log file name pattern
        $log1 = ""keylog"" nocase
        $log2 = ""keystroke"" nocase

        // Hex opcode for hook callback pattern
        $hex1 = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        (2 of ($api1, $api2, $api3)) and
        ($log1 or $log2 or $hex1)
}","malicious","medium","synthetic_scenario_variant"
"109","Detect Mirai-like botnet infecting smart city IoT sensors and cameras","technical","en","Mirai","botnet","Exploitation of Remote Services","T1210","Detect_Mirai_IoT_Botnet","rule Detect_Mirai_IoT_Botnet : botnet iot mirai
{
    meta:
        description = ""Detects Mirai botnet IoT malware spreading via Telnet brute-force""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1210/""

    strings:
        // BusyBox environment (embedded Linux)
        $busybox = ""/bin/busybox"" wide ascii

        // Mirai string marker
        $mirai   = ""MIRAI"" wide ascii

        // Telnet brute-force marker
        $telnet  = ""telnet"" nocase wide ascii

        // Kill competing malware
        $kill    = ""kill""   wide ascii

        // Shell execution for persistence
        $exec    = ""/bin/sh"" wide ascii

        // Mirai table entry hex
        $hex1    = { 4D 49 52 41 49 }

    condition:
        filesize < 500KB and
        $busybox and
        ($mirai or $hex1) and
        $telnet and
        $kill and
        $exec
}","malicious","hard","synthetic_scenario_variant"
"110","Détecter un botnet de type Mirai infectant les capteurs IoT d'une ville intelligente","technical_fr","fr","Mirai","botnet","Exploitation of Remote Services","T1210","Detect_Mirai_IoT_Botnet","rule Detect_Mirai_IoT_Botnet : botnet iot mirai
{
    meta:
        description = ""Detects Mirai botnet IoT malware spreading via Telnet brute-force""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1210/""

    strings:
        // BusyBox environment (embedded Linux)
        $busybox = ""/bin/busybox"" wide ascii

        // Mirai string marker
        $mirai   = ""MIRAI"" wide ascii

        // Telnet brute-force marker
        $telnet  = ""telnet"" nocase wide ascii

        // Kill competing malware
        $kill    = ""kill""   wide ascii

        // Shell execution for persistence
        $exec    = ""/bin/sh"" wide ascii

        // Mirai table entry hex
        $hex1    = { 4D 49 52 41 49 }

    condition:
        filesize < 500KB and
        $busybox and
        ($mirai or $hex1) and
        $telnet and
        $kill and
        $exec
}","malicious","hard","synthetic_scenario_variant"
